"stateroute","stops","scale","dir_all","dir_core","trend_tmax","trend_tmin","country","common_label","max_lc","countrynum","statenum","route","routename","active","latitude","longitude","stratum","bcr","landtypeid","routetypeid","routetypedetailid"
38016,"1-25",0.5,0.373339945613058,0.421356502720025,0.0602775721366594,0.044189811500655,"US","Agricultural",-0.00405573820908416,840,38,16,"WREFORD",1,38.9939527,-96.9002609,35,22,0,1,1
38016,"26-50",0.5,0.387174916745613,0.403294838588511,0.0635812326214227,0.0450258440374191,"US","Agricultural",-0.00348559110114684,840,38,16,"WREFORD",1,38.9939527,-96.9002609,35,22,0,1,1
38017,"1-25",0.5,0.413172240494223,0.40212869153715,0.0693506096787838,0.0455731655685624,"US","Grasslands",-0.00168475660263412,840,38,17,"ELLINOR",1,38.3623234,-96.5605733,35,22,0,1,1
38017,"26-50",0.5,0.347935607034603,0.362835037379336,0.0664630834632541,0.0456565370231557,"US","Urban",0.00114337695052831,840,38,17,"ELLINOR",1,38.3623234,-96.5605733,35,22,0,1,1
38026,"1-25",0.5,0.459636365422732,0.474241132525802,0.0468179124349075,0.0368329332509622,"US","Grasslands",-0.00445454395540969,840,38,26,"GRANTVILLE",1,39.0805438,-95.5671042,32,22,0,1,1
38026,"26-50",0.5,0.389153637908318,0.40088072537825,0.064447762562679,0.0460885318823345,"US","Grasslands",-0.00319288369992008,840,38,26,"GRANTVILLE",1,39.0805438,-95.5671042,32,22,0,1,1
38027,"1-25",0.5,0.405987564244268,0.420568495262397,NA,NA,NA,NA,NA,840,38,27,"ROCK CREEK",1,39.251508,-95.5347369,32,22,0,1,1
38027,"26-50",0.5,0.407444424622643,0.42685076231044,NA,NA,NA,NA,NA,840,38,27,"ROCK CREEK",1,39.251508,-95.5347369,32,22,0,1,1
38029,"1-25",0.5,0.428382320061272,0.422528001342947,0.018201204780385,0.0180410906913539,"US","Agricultural",-0.00260352520959416,840,38,29,"SENECA",1,39.7690906,-96.0269519,32,22,0,1,1
38029,"26-50",0.5,0.415879049702896,0.420583670579737,0.0221450598040847,0.0239578656594942,"US","Agricultural",-0.00294403034982552,840,38,29,"SENECA",1,39.7690906,-96.0269519,32,22,0,1,1
39001,"1-25",0.5,0.332463560972676,0.329963853577227,0.0276723361023468,0.094516361090396,"US","Forest",-0.00405123788231412,840,39,1,"CUMBERLND GP",1,36.6082857,-83.7017979,21,28,0,1,1
39001,"26-50",0.5,0.352547486229537,0.355285760255924,0.00386980825230752,0.100911391622378,"US","Forest",-0.00384026368438476,840,39,1,"CUMBERLND GP",1,36.6082857,-83.7017979,21,28,0,1,1
39003,"1-25",0.5,0.394233180778375,0.414629570381261,0.0405026271214449,0.0544722354876425,"US","Agricultural",-0.00385673404056292,840,39,3,"SHILOH",1,36.6896267,-88.1808759,4,27,0,1,1
39003,"26-50",0.5,0.354573853457738,0.356742405529526,0.0439995931452912,0.0545355605542844,"US","Agricultural",-0.00440520599587112,840,39,3,"SHILOH",1,36.6896267,-88.1808759,4,27,0,1,1
39006,"1-25",0.5,0.393797210319827,0.421634872488525,0.0405816619276448,0.0552823891326033,"US","Urban",0.00254170521352472,840,39,6,"CEDAR GROVE",1,36.9907469,-86.6314152,14,24,0,1,1
39006,"26-50",0.5,0.419034291109219,0.423720756961166,0.0411833938294328,0.0578090902453477,"US","Urban",0.00140176870445734,840,39,6,"CEDAR GROVE",1,36.9907469,-86.6314152,14,24,0,1,1
39009,"1-25",0.5,0.427738206221361,0.426545179888526,0.0307148856404928,0.0355803853579075,"US","Forest",-0.0038173562169472,840,39,9,"HEGIRA",1,36.7007807,-85.2699359,14,24,0,1,1
39009,"26-50",0.5,0.384451683753594,0.374948982779135,0.0269818903059202,0.0381969395570982,"US","Forest",-0.00407006833289432,840,39,9,"HEGIRA",1,36.7007807,-85.2699359,14,24,0,1,1
39010,"1-25",0.5,0.39466441647856,0.402481247505816,0.0276249170987386,0.0427435175583176,"US","Forest",-0.00328317858488268,840,39,10,"SUNNYBROOK",1,36.6171577,-84.9933879,14,28,0,1,1
39010,"26-50",0.5,0.366827232167196,0.366677252610496,0.0271626263287239,0.0487845002143258,"US","Forest",-0.00411831312244248,840,39,10,"SUNNYBROOK",1,36.6171577,-84.9933879,14,28,0,1,1
39021,"1-25",0.5,0.405675583611551,0.417810572374368,0.0214337721131669,0.0396667368741924,"US","Forest",-0.003736374563088,840,39,21,"KINGS MTN",1,37.390468,-84.6612332,14,24,0,1,1
39021,"26-50",0.5,0.410282108366681,0.408245651264323,0.0193588209953962,0.0418869837966985,"US","Forest",-0.00319699453551912,840,39,21,"KINGS MTN",1,37.390468,-84.6612332,14,24,0,1,1
39025,"1-25",0.5,0.350714074014249,0.370635555268836,0.0358795504801437,0.0348844409622108,"US","Forest",-0.00276172834061068,840,39,25,"MERRIMAC",1,37.4126457,-85.1284099,14,24,0,1,1
39025,"26-50",0.5,0.370729330684151,0.372233327617696,0.0328229531274134,0.0396385057626155,"US","Forest",-0.0027217043370056,840,39,25,"MERRIMAC",1,37.4126457,-85.1284099,14,24,0,1,1
39036,"1-25",0.5,0.421761826883082,0.441325322999579,0.0211206012459518,0.040864680118022,"US","Agricultural",-0.003419973300862,840,39,36,"JOY",1,37.3299427,-88.3261579,14,24,0,1,1
39036,"26-50",0.5,0.416229337410732,0.418981238608238,0.0224209393260596,0.0440804496915904,"US","Agricultural",-0.00396056137254572,840,39,36,"JOY",1,37.3299427,-88.3261579,14,24,0,1,1
39039,"1-25",0.5,0.382207732046167,0.384808516886529,0.0177713594769301,0.0536475643744843,"US","Forest",-0.00320811168992316,840,39,39,"GLENCOE",1,38.7213307,-84.8237459,15,24,0,1,1
39039,"26-50",0.5,0.41554101834249,0.42999239388743,0.0164025834785566,0.0454586894475179,"US","Forest",-0.0030503656430556,840,39,39,"GLENCOE",1,38.7213307,-84.8237459,15,24,0,1,1
39040,"1-25",0.5,0.370427871572625,0.384364423952108,0.0257598636229542,0.0512816456683093,"US","Forest",-0.00382352243901284,840,39,40,"BUENA VISTA",1,38.4344957,-84.1633637,15,24,0,1,1
39040,"26-50",0.5,0.383101463595181,0.389262019857235,0.025903341117149,0.0507129022474257,"US","Forest",-0.00357050988072784,840,39,40,"BUENA VISTA",1,38.4344957,-84.1633637,15,24,0,1,1
39041,"1-25",0.5,0.391425010118798,0.391033182047067,0.023949849675426,0.0551221658884387,"US","Forest",-0.0031170365556938,840,39,41,"PORTER",1,38.3791569,-84.5727271,15,24,0,1,1
39041,"26-50",0.5,0.394496970293058,0.392470582771621,0.024586097915133,0.0629724497783993,"US","Forest",-0.0031158933815394,840,39,41,"PORTER",1,38.3791569,-84.5727271,15,24,0,1,1
39044,"1-25",0.5,0.38150050463762,0.388756724389605,0.0135061138228506,0.0612869807462605,"US","Forest",-0.00501074738362876,840,39,44,"EAST UNION",1,38.2051493,-83.9295763,15,24,0,1,1
39044,"26-50",0.5,0.383005705797023,0.382957332775235,0.0187638480794214,0.0639269988786347,"US","Forest",-0.00392635940369908,840,39,44,"EAST UNION",1,38.2051493,-83.9295763,15,24,0,1,1
39137,"1-25",0.5,0.366719374527257,0.384082236947979,0.02229992799059,0.075758684051975,"US","Urban",0.001193248577037,840,39,137,"PLEASUREVILL",1,38.2698117,-85.2042619,15,24,0,1,1
39137,"26-50",0.5,0.361928169765463,0.360927386380391,0.0216993217188185,0.073095466292744,"US","Forest",-0.00142823195627596,840,39,137,"PLEASUREVILL",1,38.2698117,-85.2042619,15,24,0,1,1
42012,"1-25",0.5,0.409336089130594,0.418629465373121,0.0202882739624688,0.0317927527327468,"US","Agricultural",-0.0017586271508218,840,42,12,"PLETTENBERG",1,30.8692521,-91.5109166,5,27,0,1,1
42012,"26-50",0.5,0.453845531965815,0.456359896429442,0.0201678325008471,0.0338080788229944,"US","Agricultural",-0.0024782782487956,840,42,12,"PLETTENBERG",1,30.8692521,-91.5109166,5,27,0,1,1
44001,"1-25",0.5,0.46937409679367,0.481762802731904,-0.0215492797287981,0.0611642147717468,"US","Forest",-0.00612205595719732,840,44,1,"CAPE NEDDICK",1,43.2540347,-70.6441649,12,30,0,1,1
44001,"26-50",0.5,0.403153817573746,0.394802933903814,-0.0334959373028635,0.0641313201468987,"US","Forest",-0.0063559424495224,840,44,1,"CAPE NEDDICK",1,43.2540347,-70.6441649,12,30,0,1,1
44003,"1-25",0.5,0.403983867859457,0.420613414506214,-0.0121323018448592,0.0691108427915718,"US","Forest",-0.0066231307844974,840,44,3,"BIDDEFORD",1,43.4994247,-70.5150099,12,14,0,1,1
44003,"26-50",0.5,0.419668376346479,0.440725688078299,0.00521945686941871,0.0703628642379237,"US","Forest",-0.0046450100815138,840,44,3,"BIDDEFORD",1,43.4994247,-70.5150099,12,14,0,1,1
44004,"1-25",0.5,0.403530936577667,0.388502859739056,NA,NA,NA,NA,NA,840,44,4,"KITTERY PT",1,43.0811777,-70.7139509,12,30,0,1,1
44004,"26-50",0.5,0.421024480387766,0.391208515772783,NA,NA,NA,NA,NA,840,44,4,"KITTERY PT",1,43.0811777,-70.7139509,12,30,0,1,1
44006,"1-25",0.5,0.413313199106216,0.430368146162529,0.0266244956635774,0.0377005687442255,"US","Forest",-0.00216419283177452,840,44,6,"WILSON MILLS",1,44.9258167,-70.9579919,28,14,0,1,1
44006,"26-50",0.5,0.401869733305181,0.433321445642766,0.0288641227104284,0.040270863539565,"US","Forest",-0.00292668245114172,840,44,6,"WILSON MILLS",1,44.9258167,-70.9579919,28,14,0,1,1
44007,"1-25",0.5,0.372354170304547,0.383709699392129,0.00869521536195566,0.0274267060521666,"US","Forest",-0.0042753649329822,840,44,7,"BETHEL",1,44.6261727,-70.9614079,28,14,0,1,1
44007,"26-50",0.5,0.391432255739562,0.38801711720086,0.018524018005469,0.0258055962475597,"US","Forest",-0.00327956605986768,840,44,7,"BETHEL",1,44.6261727,-70.9614079,28,14,0,1,1
44009,"1-25",0.5,0.408675015398617,0.433701269433105,0.00658725382129276,0.0540199896509607,"US","Forest",-0.0033297047465564,840,44,9,"GREENWOOD",1,44.3180457,-70.6509909,27,14,0,1,1
44009,"26-50",0.5,0.405270892265138,0.40363615202755,0.0041948237622917,0.0411275952107936,"US","Forest",-0.00371257006974188,840,44,9,"GREENWOOD",1,44.3180457,-70.6509909,27,14,0,1,1
44010,"1-25",0.5,0.372724547134461,0.392936669470029,0.0163690811216394,0.0431781747620216,"US","Forest",-0.00459842792779272,840,44,10,"REEDS",1,44.8937287,-70.4462749,28,14,0,1,1
44010,"26-50",0.5,0.360365417922738,0.387006975585638,0.0176070806512228,0.0462577358687975,"US","Forest",-0.00558049767651028,840,44,10,"REEDS",1,44.8937287,-70.4462749,28,14,0,1,1
44012,"1-25",0.5,0.370759708521143,0.406595957149874,-0.00489710046439148,0.0406924262642556,"US","Agricultural",-0.0030077313431859,840,44,12,"OTISFIELD GR",1,44.1485557,-70.5624489,27,14,0,1,1
44012,"26-50",0.5,0.40346673276851,0.415936065888836,0.000131533449548254,0.0451461466744594,"US","Forest",-0.0045969862392056,840,44,12,"OTISFIELD GR",1,44.1485557,-70.5624489,27,14,0,1,1
44013,"1-25",0.5,0.409018233634398,0.408674100751685,-0.00140437307959677,0.0328554014400148,"US","Forest",-0.00351166485386032,840,44,13,"HARTFORD",1,44.3340297,-70.2908259,27,14,0,1,1
44013,"26-50",0.5,0.400517405386035,0.418575994866977,0.00347350101480821,0.033916635884844,"US","Agricultural",-0.00253617419173424,840,44,13,"HARTFORD",1,44.3340297,-70.2908259,27,14,0,1,1
44019,"1-25",0.5,0.396277403288485,0.425606072777003,0.0131889511478282,0.0685374102842934,"US","Forest",-0.0060638618138882,840,44,19,"HARMONY",1,44.9876199,-69.4360208,27,14,0,1,1
44019,"26-50",0.5,0.395712902327477,0.406501478912088,0.00868264067527589,0.0639261882302703,"US","Forest",-0.00663237122168596,840,44,19,"HARMONY",1,44.9876199,-69.4360208,27,14,0,1,1
44026,"1-25",0.5,0.404446447302206,0.396416130581488,NA,NA,NA,NA,NA,840,44,26,"AURORA",1,44.8325837,-68.2555749,28,14,0,1,1
44026,"26-50",0.5,0.382946891004694,0.406223236688467,NA,NA,NA,NA,NA,840,44,26,"AURORA",1,44.8325837,-68.2555749,28,14,0,1,1
44031,"1-25",0.5,0.375081202932731,0.373710030316185,0.02515565298297,0.06513410676731,"US","Forest",-0.00592441890036112,840,44,31,"CARRYING PL",1,45.233007,-70.190779,28,14,0,1,1
44031,"26-50",0.5,0.380564560443092,0.406166419360678,0.0234846854076522,0.0583973535236952,"US","Forest",-0.0061700629849112,840,44,31,"CARRYING PL",1,45.233007,-70.190779,28,14,0,1,1
44032,"1-25",0.5,0.390227994858883,0.397681163614158,0.0288937120241997,0.0567307035245344,"US","Forest",-0.00333206350888932,840,44,32,"CARRABASSETT",1,45.0776834,-70.2128823,28,14,0,1,1
44032,"26-50",0.5,0.362707189139857,0.39959444441414,0.0231506172941353,0.0487246827897294,"US","Forest",-0.005122062553412,840,44,32,"CARRABASSETT",1,45.0776834,-70.2128823,28,14,0,1,1
44033,"1-25",0.5,0.40784939187879,0.405740031694463,0.0076810971164252,0.0671743863961344,"US","Forest",-0.0097155160991122,840,44,33,"CHARLESTON",1,45.0524467,-69.0300449,27,14,0,1,1
44033,"26-50",0.5,0.391738984134722,0.386814708391405,0.00774442458261397,0.0772211515204813,"US","Forest",-0.00863739477088892,840,44,33,"CHARLESTON",1,45.0524467,-69.0300449,27,14,0,1,1
44120,"1-25",0.5,0.412106219129491,0.41109843291346,-0.00154898397136893,0.0550710570618338,"US","Wetlands",0.00441034034211315,840,44,120,"CHURCH HILL",1,44.5995807,-69.5425659,27,14,0,1,1
44120,"26-50",0.5,0.431409559252764,0.43103568049393,0.0114294828882365,0.0587397294102778,"US","Forest",-0.00533870262646508,840,44,120,"CHURCH HILL",1,44.5995807,-69.5425659,27,14,0,1,1
46001,"1-25",0.5,0.331984955395399,0.313111345927733,0.0279927029362436,0.0438028590324599,"US","Forest",-0.00271881507233784,840,46,1,"FLOYD",1,39.5041468,-79.1557785,24,28,0,1,1
46001,"26-50",0.5,0.367864331522284,0.369617625248549,0.0316710586545616,0.0434906025014365,"US","Urban",0.00289842325350399,840,46,1,"FLOYD",1,39.5041468,-79.1557785,24,28,0,1,1
46003,"1-25",0.5,0.40578089687613,0.405975168341062,0.0314391034751837,0.0494797131856498,"US","Urban",0.00324317640876634,840,46,3,"VINDEX",1,39.4387843,-79.1698659,24,28,0,1,1
46003,"26-50",0.5,0.394757893693696,0.393670269887792,0.0275464990191914,0.0504692334403426,"US","Forest",-0.003084950767417,840,46,3,"VINDEX",1,39.4387843,-79.1698659,24,28,0,1,1
46004,"1-25",0.5,0.382993258259779,0.40396083351069,0.03729812912865,0.0623465558506089,"US","Forest",-0.00189457006165056,840,46,4,"OLDTOWN",1,39.5429312,-78.6014791,13,28,0,1,1
46004,"26-50",0.5,0.352237818944201,0.3519163102685,0.037283489189643,0.0586987879202149,"US","Urban",0.00163445208543198,840,46,4,"OLDTOWN",1,39.5429312,-78.6014791,13,28,0,1,1
46005,"1-25",0.5,0.396591493478244,0.399859145398879,NA,NA,NA,NA,NA,840,46,5,"POTOMAC PARK",1,39.6151476,-78.8123259,13,28,0,1,1
46005,"26-50",0.5,0.40095616798573,0.410245780226598,NA,NA,NA,NA,NA,840,46,5,"POTOMAC PARK",1,39.6151476,-78.8123259,13,28,0,1,1
46006,"1-25",0.5,0.381065927049344,0.402368312124019,0.0326598627764152,0.0739031978732348,"US","Agricultural",-0.0064096552420664,840,46,6,"WILLIAMSPORT",1,39.6129717,-77.8655019,13,28,0,1,1
46006,"26-50",0.5,0.446912694092483,0.451153332179432,0.0306546873287616,0.0712615537905824,"US","Agricultural",-0.00677068472263112,840,46,6,"WILLIAMSPORT",1,39.6129717,-77.8655019,13,28,0,1,1
46007,"1-25",0.5,0.363326063350209,0.350028321938272,0.00690891867600196,0.0432676364511091,"US","Agricultural",-0.00343410439046272,840,46,7,"SMITHSBURG",1,39.6486494,-77.5681548,10,28,0,1,1
46007,"26-50",0.5,0.430469986268528,0.392884143769182,0.00367270949501618,0.0629144600784951,"US","Agricultural",-0.00370116989207004,840,46,7,"SMITHSBURG",1,39.6486494,-77.5681548,10,28,0,1,1
46008,"1-25",0.5,0.373895976220063,0.388698870302941,0.00614188374565279,0.0366731433462241,"US","Agricultural",-0.00234027039976668,840,46,8,"WOLFSVILLE",1,39.5780009,-77.5489971,10,28,0,1,1
46008,"26-50",0.5,0.394544079977254,0.389220059096218,0.0115813537176708,0.0579767219460281,"US","Urban",0.00363045655697402,840,46,8,"WOLFSVILLE",1,39.5780009,-77.5489971,10,28,0,1,1
46011,"1-25",0.5,0.408575884503599,0.421091034248617,-0.00690042965700665,0.0892057651841749,"US","Agricultural",-0.00764971665709548,840,46,11,"OLNEY",1,39.1514457,-77.0930269,10,29,0,1,1
46011,"26-50",0.5,0.396468989233723,0.416954192057785,-0.0104119559063267,0.0871004294272714,"US","Agricultural",-0.00738724758465048,840,46,11,"OLNEY",1,39.1514457,-77.0930269,10,29,0,1,1
46013,"1-25",0.5,0.373417821966196,0.377889847284792,-0.0102198702489508,0.0827774327085392,"US","Agricultural",-0.0076852444056984,840,46,13,"WARFIELDSBRG",1,39.516536,-77.0384304,10,29,0,1,1
46013,"26-50",0.5,0.384209707265943,0.394927797383435,-0.0140520215079755,0.0888085134382609,"US","Agricultural",-0.00797064493116584,840,46,13,"WARFIELDSBRG",1,39.516536,-77.0384304,10,29,0,1,1
46014,"1-25",0.5,0.37369046711579,0.371990679777813,-0.00171444656049641,0.0778315075968753,"US","Agricultural",-0.00813163025622916,840,46,14,"PLEASANT VAL",1,39.6423121,-77.0236228,10,29,0,1,1
46014,"26-50",0.5,0.417707856990797,0.412047336148932,-0.00862788318277708,0.0822732532826747,"US","Agricultural",-0.00689832481251748,840,46,14,"PLEASANT VAL",1,39.6423121,-77.0236228,10,29,0,1,1
46015,"1-25",0.5,0.388921894231542,0.39397242863991,0.00727148171012404,0.0695142328374975,"US","Agricultural",-0.00782046531498348,840,46,15,"BACHMAN MILL",1,39.6359624,-76.9692792,10,29,0,1,1
46015,"26-50",0.5,0.386967697224169,0.414350155930693,0.0120522241470148,0.0621496809458121,"US","Agricultural",-0.00562890514422624,840,46,15,"BACHMAN MILL",1,39.6359624,-76.9692792,10,29,0,1,1
46016,"1-25",0.5,0.41590415605087,0.428457259715022,-0.000388078414339675,0.065482723655626,"US","Agricultural",-0.00554466234947188,840,46,16,"FOWBLESBURG",1,39.5515705,-76.8137896,10,29,0,1,1
46016,"26-50",0.5,0.399217431094512,0.418897849031407,0.0122147845810325,0.0554239311433729,"US","Agricultural",-0.00569606973456632,840,46,16,"FOWBLESBURG",1,39.5515705,-76.8137896,10,29,0,1,1
46017,"1-25",0.5,0.36354313271114,0.373333565475385,0.00789745389360324,0.0619148625371209,"US","Agricultural",-0.00610684648109692,840,46,17,"EKLO",1,39.7002158,-76.7644397,10,29,0,1,1
46017,"26-50",0.5,0.379154108654581,0.380871506301217,0.00246027392490818,0.0692465121027014,"US","Agricultural",-0.00985847713143656,840,46,17,"EKLO",1,39.7002158,-76.7644397,10,29,0,1,1
46027,"1-25",0.5,0.408807654749938,0.423537776791604,0.0205378346806344,0.0858423947956704,"US","Forest",-0.00320430170449188,840,46,27,"TALL TIMBERS",0,38.168955,-76.5442846,4,30,0,1,1
46027,"26-50",0.5,0.364452767767095,0.378538040519964,0.0202403544528149,0.0852027508365377,"US","Forest",-0.00339964868145532,840,46,27,"TALL TIMBERS",0,38.168955,-76.5442846,4,30,0,1,1
46029,"1-25",0.5,0.412092662812808,0.431020063177613,NA,NA,NA,NA,NA,840,46,29,"HUGHESVILLE",1,38.5217447,-76.8406989,4,30,0,1,1
46029,"26-50",0.5,0.406003898488494,0.43347870362312,NA,NA,NA,NA,NA,840,46,29,"HUGHESVILLE",1,38.5217447,-76.8406989,4,30,0,1,1
46030,"1-25",0.5,0.464210036110678,0.468708157453397,0.0192176465385969,0.0895536453085916,"US","Wetlands",0.00259365853488364,840,46,30,"POMONKEY",1,38.6021387,-77.0780349,4,30,0,1,1
46030,"26-50",0.5,0.444135876280019,0.450835924793803,0.0175594362593161,0.0860290108689008,"US","Forest",-0.00251178939023224,840,46,30,"POMONKEY",1,38.6021387,-77.0780349,4,30,0,1,1
46031,"1-25",0.5,0.405342163882701,0.401397099829436,0.0182453022822451,0.0858174055531284,"US","Urban",0.00248888069830989,840,46,31,"POMFRET",1,38.5960742,-77.0558732,4,30,0,1,1
46031,"26-50",0.5,0.406223678029869,0.419510545567191,0.020723230683322,0.0899019378177695,"US","Forest",-0.00265655952639956,840,46,31,"POMFRET",1,38.5960742,-77.0558732,4,30,0,1,1
46032,"1-25",0.5,0.378931236712708,0.426407214301401,-0.0190188108885656,0.0655743585867808,"US","Urban",0.00385181774690747,840,46,32,"THEODORE",1,39.628083,-76.00685,10,29,0,1,1
46032,"26-50",0.5,0.406123142494735,0.413282777686087,-0.0205802693278853,0.0657494902433065,"US","Urban",0.00503552464288386,840,46,32,"THEODORE",1,39.628083,-76.00685,10,29,0,1,1
46033,"1-25",0.5,0.393937139005303,0.384694191109417,-0.0164002386161255,0.0652184304633194,"US","Urban",0.00421500895054824,840,46,33,"NORTHEAST",1,39.52083,-75.94228,10,30,0,1,1
46033,"26-50",0.5,0.416644231218698,0.422635645449302,-0.0250397885989138,0.0614159228449654,"US","Urban",0.0044872707446728,840,46,33,"NORTHEAST",1,39.52083,-75.94228,10,30,0,1,1
46035,"1-25",0.5,0.414034090504736,0.40959422602153,0.00276079801522995,0.0926909129915343,"US","Urban",0.00222669722357892,840,46,35,"MILLINGTON",1,39.276509,-75.7640082,4,30,0,1,1
46035,"26-50",0.5,0.40149590655967,0.430530123393897,0.0145070001904662,0.0912815125183275,"US","Forest",-0.00350292364462104,840,46,35,"MILLINGTON",1,39.276509,-75.7640082,4,30,0,1,1
46036,"1-25",0.5,0.45559685306128,0.463491257350477,-0.0196752777160737,0.0923999793509131,"US","Wetlands",0.00303703589013097,840,46,36,"MELITOTA",1,39.2640947,-76.1481269,4,30,0,1,1
46036,"26-50",0.5,0.415313713265531,0.421690644322072,-0.0170051158852034,0.0920078535326644,"US","Wetlands",0.00328076010471524,840,46,36,"MELITOTA",1,39.2640947,-76.1481269,4,30,0,1,1
46037,"1-25",0.5,0.405278613280832,0.407580615648859,NA,NA,NA,NA,NA,840,46,37,"PINEY NECK",1,39.10312,-76.192383,4,30,0,1,1
46037,"26-50",0.5,0.458487202000157,0.517201721372515,NA,NA,NA,NA,NA,840,46,37,"PINEY NECK",1,39.10312,-76.192383,4,30,0,1,1
46038,"1-25",0.5,0.449273207267146,0.459002440134627,0.0255617261653422,0.0966891570318305,"US","Forest",-0.00347402273725876,840,46,38,"HARMONY",1,38.783977,-75.8845056,4,30,0,1,1
46038,"26-50",0.5,0.415400526634804,0.432775763794697,0.0247596541288515,0.096737216991013,"US","Forest",-0.00415940414009384,840,46,38,"HARMONY",1,38.783977,-75.8845056,4,30,0,1,1
46039,"1-25",0.5,0.401405118282458,0.408784939417401,0.0312630812158029,0.0962931677146553,"US","Forest",-0.0049804180787938,840,46,39,"MATTHEWS",1,38.8211117,-75.9331139,4,30,0,1,1
46039,"26-50",0.5,0.411790671887027,0.419986183707833,0.0248563739775057,0.0968503746978623,"US","Forest",-0.00455161023947152,840,46,39,"MATTHEWS",1,38.8211117,-75.9331139,4,30,0,1,1
46041,"1-25",0.5,0.356323285323173,0.391379459528112,0.0213125990847799,0.0808688599139943,"US","Forest",-0.00515730994152045,840,46,41,"GOLDEN HILL",1,38.4607494,-76.1997997,4,30,0,1,1
46041,"26-50",0.5,0.366119962045255,0.380156283433152,0.0185309215681556,0.08308142323058,"US","Forest",-0.00478150686593655,840,46,41,"GOLDEN HILL",1,38.4607494,-76.1997997,4,30,0,1,1
46042,"1-25",0.5,0.415467026689109,0.412198430622456,0.0180206312983933,0.0790901509936116,"US","Forest",-0.00170536592343591,840,46,42,"HONGA",1,38.3676908,-76.2432656,4,30,0,1,1
46042,"26-50",0.5,0.405108036961789,0.395105140914265,0.0214003326749323,0.0767546888172811,"US","Forest",-0.00395395985969126,840,46,42,"HONGA",1,38.3676908,-76.2432656,4,30,0,1,1
46043,"1-25",0.5,0.435328561680406,0.445437830249851,0.0169462539992479,0.0834246564162525,"US","Forest",-0.00316095745803864,840,46,43,"MADISON",1,38.5258637,-76.2101023,4,30,0,1,1
46043,"26-50",0.5,0.414209435685638,0.420528910995126,0.0178192778497676,0.0764129618033384,"US","Forest",-0.00163250171810322,840,46,43,"MADISON",1,38.5258637,-76.2101023,4,30,0,1,1
46044,"1-25",0.5,0.371053801990922,0.380984283139676,0.0297652449408797,0.0859834528939404,"US","Forest",-0.0028940257775136,840,46,44,"VIENNA",1,38.5203297,-75.7964256,4,30,0,1,1
46044,"26-50",0.5,0.393919174869501,0.424600263687434,0.0302724259587368,0.0936007759024557,"US","Forest",-0.00370147857937356,840,46,44,"VIENNA",1,38.5203297,-75.7964256,4,30,0,1,1
46046,"1-25",0.5,0.458296677930122,0.451150091205684,0.0322503420503148,0.0816776008025189,"US","Forest",-0.00414550354651936,840,46,46,"MARDELA",1,38.4485307,-75.7898657,4,30,0,1,1
46046,"26-50",0.5,0.412133629437806,0.417081458011114,0.0418272302561481,0.0826469693471326,"US","Forest",-0.00808363562432456,840,46,46,"MARDELA",1,38.4485307,-75.7898657,4,30,0,1,1
46047,"1-25",0.5,0.453374352690237,0.468561868885304,0.0387276111482517,0.0777566660973245,"US","Wetlands",0.011789565505106,840,46,47,"COKESBURY",1,38.1651924,-75.5797027,4,30,0,1,1
46047,"26-50",0.5,0.467814375986139,0.46778092762385,0.0315781239952358,0.0753005765427589,"US","Wetlands",0.0108341653941031,840,46,47,"COKESBURY",1,38.1651924,-75.5797027,4,30,0,1,1
46048,"1-25",0.5,0.449816149075729,0.452882239403535,0.0518274632535227,0.0763655186694646,"US","Wetlands",0.0084848730569318,840,46,48,"NEWARK",1,38.2256736,-75.2663372,4,30,0,1,1
46048,"26-50",0.5,0.396321814866582,0.401789140083173,0.049375438546343,0.0782176022704176,"US","Wetlands",0.007119124102824,840,46,48,"NEWARK",1,38.2256736,-75.2663372,4,30,0,1,1
46102,"1-25",0.5,0.392784062969951,0.389127025568656,0.0265095277769952,0.0347969944252929,"US","Forest",-0.00137776480887076,840,46,102,"ACCIDENT",1,39.5399409,-79.1662387,24,28,0,1,1
46102,"26-50",0.5,0.355572443045476,0.348724989731367,0.0235937952861927,0.039267924858418,"US","Agricultural",-0.00193147639113432,840,46,102,"ACCIDENT",1,39.5399409,-79.1662387,24,28,0,1,1
46110,"1-25",0.5,0.384462922351285,0.383010809029217,0.0114284121946909,0.086236855110293,"US","Urban",0.00973223922729912,840,46,110,"WHEATON",1,39.0308897,-77.0169099,10,29,0,1,1
46110,"26-50",0.5,0.383585995461503,0.399753749215837,0.0127530544474485,0.0968411968161824,"US","Urban",0.00855559192423484,840,46,110,"WHEATON",1,39.0308897,-77.0169099,10,29,0,1,1
46112,"1-25",0.5,0.39451632319146,0.414939184408334,NA,NA,NA,NA,NA,840,46,112,"IJAMSVILLE",1,39.2945828,-77.3066703,10,29,0,1,1
46112,"26-50",0.5,0.424441110806654,0.424531675853513,NA,NA,NA,NA,NA,840,46,112,"IJAMSVILLE",1,39.2945828,-77.3066703,10,29,0,1,1
46123,"1-25",0.5,0.41715506730271,0.417878455030162,0.00809812832890433,0.102401835522116,"US","Agricultural",-0.00752673963894792,840,46,123,"DAVIDSNVILLE",1,38.9888945,-76.6695275,4,30,0,1,1
