"stateroute","dir25","env","climateTrend","trendPval","country","class","deltaCover"
91003,0.809267457989891,"tmin",0.0294971761476331,0.285759163095704,"US",4,-0.162767076871823
91004,0.791748369248217,"tmin",0.012960720363012,0.657810792571702,"US",4,-0.0614076976409169
91005,0.750741485810203,"tmin",0.0105519977065526,0.725518844374615,"US",6,-0.086930421029543
91007,0.821010526327698,"tmin",0.0272452628737793,0.339961715905087,"US",8,0.196776359973137
91009,0.772793543939326,"tmin",0.0359822276849389,0.166930313571336,"US",6,-0.163348933025818
91010,0.784974309951934,"tmin",0.0375248871595226,0.165294952060178,"US",6,-0.186284434490482
91011,0.826859471822839,"tmin",0.038621700365063,0.158605699917763,"US",8,0.085547574564694
91012,0.7965394746583,"tmin",0.0343434029608532,0.207246302266067,"US",6,-0.174780086421456
91014,0.819983581392997,"tmin",0.0322514539829559,0.204818950469884,"US",6,-0.125686300390258
91015,0.762435011103044,"tmin",0.047775451425855,0.101514474668931,"US",4,-0.099574217378951
91016,0.798121009868442,"tmin",0.050899446863321,0.0592688890326872,"US",8,0.228311542408266
91017,0.774271158133447,"tmin",0.0512305090125048,0.0442773979727206,"US",8,0.151504857063558
91019,0.793716584080557,"tmin",0.0545237919622804,0.0476440146694363,"US",8,0.222510494097529
91020,0.728036387380599,"tmin",0.0442072242823599,0.0896618921190009,"US",8,0.164507421566016
91021,0.797581983882449,"tmin",0.0538964684688392,0.0389418960963467,"US",8,0.189357436713147
91024,0.799548516719187,"tmin",0.0452391517412414,0.107782110550176,"US",4,-0.180061091948954
91025,0.764627249592169,"tmin",0.044007827434707,0.112972778858855,"US",8,0.123869439808205
91030,0.820435667637339,"tmin",0.0139530011078819,0.620980842744093,"US",4,-0.038448850554964
91031,0.769053193389719,"tmin",0.033368945434791,0.223108772498156,"US",6,-0.14441065221836
91033,0.765732435259825,"tmin",0.0497472960250515,0.0661985338861789,"US",6,-0.032351215710012
91039,0.83657640466293,"tmin",0.0516198747714376,0.0374421624932823,"US",6,-0.09888124277677
91040,0.765391928092379,"tmin",0.0492491616993659,0.045536220453434,"US",8,0.12678356183905
91042,0.825677973729821,"tmin",0.045009034359616,0.0702060489438796,"US",6,-0.109697002395926
91043,0.820100634046075,"tmin",0.0316426494084867,0.201595725162894,"US",6,-0.131798319869717
91044,0.774790262358052,"tmin",0.0380325143386061,0.128681253274979,"US",8,0.178642909653376
91045,0.796738898499301,"tmin",0.0421792985356931,0.0985107042874319,"US",8,0.168574426244998
91047,0.815657862148855,"tmin",0.0435407426992122,0.0846294065490274,"US",8,0.105140107749127
91048,0.782279562851586,"tmin",0.0283240200470432,0.319683802845526,"US",8,0.0996749792936692
91049,0.788796046503664,"tmin",0.0314199456050956,0.26495613067046,"US",8,0.077899509989326
91053,0.74603625051099,"tmin",0.0215331727105209,0.36348890508821,"US",6,-0.153293737571269
91054,0.818640517565533,"tmin",0.0271503873234511,0.249647380630895,"US",6,-0.112600762807957
91055,0.771678940708853,"tmin",0.0520303801869344,0.0307733142899391,"US",8,0.096833790600938
91056,0.786015247819319,"tmin",0.0245233120213725,0.304310135835153,"US",6,-0.129429686948276
91057,0.82982758565208,"tmin",0.0303051073842455,0.209474006729825,"US",8,0.240704285807927
91058,0.764172039801047,"tmin",0.0237038253728935,0.309179918933419,"US",6,-0.15374179962744
91059,0.811295190932345,"tmin",0.0298898736291063,0.252305384797384,"US",6,-0.116773280020261
91060,0.810767707331499,"tmin",0.0381128837764896,0.132787822050322,"US",6,-0.153290858433674
91061,0.79261709445829,"tmin",0.0345990271439765,0.158680379742929,"US",6,-0.153799093310991
91062,0.764532303100944,"tmin",0.0335360670940276,0.209270602885353,"US",6,-0.179034595740197
91063,0.825645550778133,"tmin",0.0244110953508594,0.36442952177882,"US",6,-0.0932849534187761
91065,0.783816075961526,"tmin",0.0561247504347128,0.0202867544967876,"US",2,0.0316234099961455
91066,0.771688505705019,"tmin",0.0540858422208257,0.0338901319156407,"US",6,-0.0687397536011409
91069,0.806833758847306,"tmin",-0.00429377632021004,0.877762340142118,"US",6,-0.130275791368705
91070,0.81707334031383,"tmin",0.00486175693165052,0.869722537808145,"US",6,-0.171733276794233
92005,0.791342166951922,"tmin",0.0324982384330237,0.114118689711699,"US",5,0.653058393021279
92017,0.855284837610031,"tmin",0.0771358492162064,0.00113103546685837,"US",5,-0.046954107780711
